1	3
2	2
3	2
4	1
5	3
6	3
7	3
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	2
16	1
17	2
18	2
19	3
20	2
21	1
22	1
23	1
24	1
25	1
26	2
27	1
28	2
29	1
30	4
31	1
32	2
33	1
34	1
35	1
36	1
37	1
38	2
39	1
40	2
41	2
42	3
43	2
44	1
45	1
46	1
47	1
48	1
49	1
50	2
51	1
52	2
53	1
54	3
55	1
56	3
57	1
58	1
59	1
60	2
61	2
62	2
63	2
64	2
65	2
66	1
67	2
68	1
69	3
70	2
71	2
72	1
73	1
74	2
75	2
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	2
86	1
87	2
88	1
89	1
90	2
91	1
92	1
93	1
94	2
95	1
96	1
97	1
98	1
99	2
100	1
101	1
102	2
103	2
104	2
105	1
106	1
107	1
108	3
109	2
110	2
111	2
112	2
113	3
114	2
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	2
124	1
125	3
126	1
127	1
128	3
129	2
130	1
131	2
132	3
133	1
134	1
135	2
136	1
137	1
138	1
139	1
140	3
141	1
142	1
143	2
144	2
145	2
146	1
147	1
148	2
149	2
150	1
151	1
152	1
153	2
154	3
155	1
156	1
157	1
158	3
159	1
160	2
161	1
162	1
163	1
164	2
165	1
166	1
167	1
168	1
169	1
170	1
171	2
172	2
173	3
174	2
175	1
176	1
177	1
178	2
179	2
180	1
181	1
182	2
183	5
184	2
185	2
186	3
187	1
188	3
189	1
190	1
191	1
192	2
193	1
194	1
195	1
196	2
197	2
198	1
199	2
200	2
201	3
202	2
203	1
204	1
205	1
206	1
207	3
208	1
209	2
210	2
211	1
212	1
213	2
214	1
215	2
216	1
217	2
218	1
219	2
220	2
221	2
222	2
223	1
224	1
225	1
226	1
227	1
228	3
229	3
230	1
231	2
232	2
233	3
234	2
235	2
236	3
237	1
238	2
239	3
240	3
241	2
242	1
243	1
244	2
245	2
246	1
247	1
248	2
249	1
250	1
251	2
252	1
253	1
254	2
255	1
256	1
257	2
258	3
259	2
260	1
261	2
262	1
263	1
264	1
265	2
266	1
267	2
268	1
269	1
270	1
271	2
272	1
273	1
274	1
275	2
276	2
277	2
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	2
286	4
287	1
288	1
289	1
290	1
291	1
292	2
293	1
294	1
295	1
296	2
297	1
298	1
299	1
300	1
301	2
302	1
303	2
304	2
305	1
306	1
307	1
308	3
309	1
310	2
311	1
312	1
313	1
314	1
315	1
316	2
317	1
318	3
319	1
320	1
321	2
322	2
323	1
324	1
325	3
326	1
327	1
328	1
329	1
330	1
331	2
332	1
333	1
334	2
335	1
336	2
337	1
338	1
339	1
340	1
341	1
342	1
343	1
344	1
345	1
346	3
347	1
348	1
349	1
350	1
351	3
352	1
353	2
354	2
355	2
356	2
357	2
358	1
359	2
360	1
361	1
362	1
363	1
364	2
365	1
366	1
367	1
368	2
369	1
370	2
371	1
372	2
373	2
374	1
375	2
376	2
377	2
378	1
379	3
380	1
381	2
382	1
383	1
384	1
385	1
386	2
387	1
388	2
389	1
390	2
391	2
392	2
393	2
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	1
402	1
403	1
404	1
405	2
406	1
407	1
408	2
409	1
410	2
411	2
412	1
413	1
414	1
415	2
