1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	2
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	2
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	2
48	1
49	1
50	1
51	1
52	1
53	1
54	2
55	1
56	2
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	2
65	1
66	2
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	2
82	1
83	1
84	1
85	1
86	1
87	2
88	1
89	1
90	2
91	1
92	2
93	1
94	1
95	1
96	1
97	2
98	3
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	2
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	2
119	1
120	1
121	1
122	1
123	1
124	2
125	1
126	1
127	1
128	1
129	1
130	2
131	2
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	2
143	1
144	1
145	2
146	1
147	1
148	1
149	1
150	2
151	1
152	1
153	1
154	2
155	2
156	1
157	1
158	1
159	1
160	1
161	2
162	1
163	2
164	1
165	1
166	1
167	1
168	2
169	1
170	1
171	1
172	1
173	2
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	2
183	1
184	1
185	1
186	1
187	1
188	1
189	2
190	1
191	1
192	1
193	2
194	1
195	1
196	1
197	1
198	1
199	2
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	2
208	1
209	1
210	1
211	3
212	2
213	1
214	1
215	2
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	2
224	1
225	2
226	1
227	1
228	1
229	1
230	1
231	1
232	2
233	1
234	1
235	1
236	2
237	3
238	1
239	1
240	1
241	1
242	2
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	3
257	1
258	1
259	2
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	2
273	1
274	1
275	1
276	1
277	1
278	1
279	2
280	1
281	1
282	1
283	2
284	1
285	1
286	1
287	1
288	3
289	1
290	1
291	2
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	2
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	2
323	3
324	1
325	1
326	1
327	2
328	2
329	1
330	2
331	1
332	2
333	1
334	1
335	2
336	2
337	1
338	1
339	1
340	1
341	1
342	1
343	1
344	1
345	3
346	2
347	1
348	1
349	1
350	1
351	2
352	1
353	2
354	1
355	1
356	2
357	1
358	1
359	1
360	1
361	1
362	2
363	1
364	1
365	2
366	1
367	1
368	1
369	2
370	1
371	1
372	1
373	1
374	2
375	2
376	1
377	1
378	1
379	1
380	1
381	2
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	1
390	3
391	1
392	2
393	3
394	1
395	1
396	1
397	2
398	1
399	2
400	1
401	1
402	2
403	1
404	1
405	1
406	1
407	1
408	1
409	2
410	1
411	1
412	3
413	1
414	2
415	1
416	1
417	1
418	1
419	2
420	1
421	1
422	1
423	1
424	1
425	1
426	1
427	1
428	1
429	1
430	1
431	2
432	1
433	1
434	1
435	1
436	1
437	1
438	2
439	1
440	1
441	1
442	1
443	1
444	1
445	2
446	1
447	1
448	1
449	2
450	1
451	1
452	1
453	2
454	2
455	1
456	2
457	1
458	1
459	1
460	2
461	3
462	1
463	1
464	1
465	1
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	2
481	2
482	1
483	1
484	2
485	2
486	1
487	1
488	1
489	1
490	1
491	1
492	1
493	1
494	1
495	1
496	2
497	1
498	1
499	1
500	1
501	1
502	1
503	1
504	1
505	1
506	2
507	1
508	1
509	2
510	1
511	1
512	1
513	1
514	2
515	1
516	1
517	2
518	1
519	1
520	1
521	1
522	1
523	1
524	1
525	2
526	2
527	1
528	2
529	1
530	1
531	2
532	2
533	1
534	1
535	1
536	1
537	1
538	1
539	1
540	2
541	1
542	1
543	2
544	1
545	1
546	1
547	1
548	1
549	1
550	1
551	2
552	1
553	1
554	1
555	1
556	1
557	1
558	1
559	1
560	1
561	1
562	1
563	1
564	1
565	1
566	1
567	3
568	1
569	1
570	1
571	1
572	1
573	1
574	1
575	1
576	2
577	1
578	1
579	1
580	1
581	3
582	2
583	1
584	1
585	1
586	1
587	2
588	1
589	2
590	1
591	1
592	1
593	1
594	2
595	1
596	1
597	1
598	1
599	1
600	2
601	1
602	1
603	1
