1	2
2	1
3	1
4	1
5	3
6	1
7	1
8	2
9	1
10	1
11	2
12	1
13	3
14	1
15	1
16	1
17	1
18	1
19	2
20	2
21	2
22	1
23	1
24	3
25	1
26	2
27	1
28	1
29	2
30	2
31	1
32	1
33	1
34	2
35	1
36	5
37	1
38	1
39	1
40	2
41	1
42	3
43	1
44	3
45	3
46	1
47	2
48	2
49	3
50	1
51	1
52	5
53	1
54	1
55	1
56	1
57	1
58	3
59	1
60	1
61	1
62	2
63	1
64	3
65	1
66	3
67	2
68	1
69	1
70	5
71	2
72	2
73	1
74	1
75	1
76	1
77	3
78	3
79	1
80	1
81	2
82	2
83	1
84	1
85	1
86	1
87	1
88	1
89	3
90	2
91	1
92	1
93	2
94	1
95	1
96	1
97	1
98	1
99	6
100	2
101	1
102	2
103	2
104	2
105	2
106	2
107	1
108	1
109	1
110	2
111	1
112	3
113	1
114	5
115	1
116	3
117	1
118	1
119	1
120	2
121	1
122	1
123	1
124	3
125	1
126	1
127	1
128	1
129	1
130	3
131	1
132	2
133	1
134	1
135	1
136	1
137	1
138	2
139	3
140	1
141	1
142	1
143	6
144	1
145	1
146	1
147	2
148	1
149	1
150	1
151	1
152	1
153	2
154	1
155	1
156	2
157	2
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	2
169	1
170	1
171	1
172	1
173	1
174	2
175	1
176	1
177	3
178	2
179	2
180	1
181	1
182	1
183	2
184	2
185	1
186	1
187	1
188	3
189	1
190	1
191	1
192	2
193	2
194	3
195	3
196	1
197	1
198	2
199	1
200	2
201	1
202	1
203	2
204	1
205	2
206	1
207	3
208	2
209	2
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	5
220	1
221	1
222	2
223	5
224	2
225	1
226	1
227	1
228	1
229	1
230	6
231	3
232	1
233	3
234	1
235	3
236	1
237	1
238	2
239	1
240	1
241	1
242	1
243	5
244	1
245	1
246	1
247	1
248	2
249	1
250	2
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	2
260	1
261	1
262	2
263	1
264	1
265	1
266	1
267	3
268	1
269	1
270	2
271	1
272	5
273	1
274	3
275	1
276	2
277	1
278	2
279	1
280	2
281	1
282	1
283	1
284	3
285	2
286	1
287	1
288	1
289	1
290	2
291	3
292	1
293	2
294	1
295	2
296	1
297	5
298	1
299	1
300	1
301	1
302	1
303	1
304	1
305	2
306	1
307	1
308	1
309	1
310	2
311	2
312	2
313	2
314	2
315	1
316	2
317	1
318	3
319	2
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	2
328	1
329	1
330	1
331	1
332	1
333	1
334	2
335	1
336	1
337	2
338	3
339	1
340	1
341	1
342	1
343	1
344	1
345	2
346	2
347	2
348	1
349	1
350	1
351	1
352	1
353	2
354	2
355	1
356	2
357	2
358	2
359	1
360	1
361	1
362	1
363	2
364	2
365	2
366	1
367	2
368	3
369	1
370	3
371	1
372	1
373	1
374	1
375	5
376	1
377	2
378	6
379	1
380	1
381	2
382	1
383	3
384	2
385	1
386	3
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	3
395	1
396	2
397	2
398	1
399	6
400	1
401	1
402	1
403	3
404	1
405	2
406	3
407	2
408	1
409	1
410	1
411	1
412	2
413	2
414	3
415	2
416	2
417	1
418	3
419	1
420	1
421	1
422	1
423	1
424	6
425	3
426	2
427	1
428	1
429	3
430	2
431	1
432	1
433	1
434	1
435	1
436	6
437	1
438	1
439	2
440	1
441	2
442	2
443	3
444	2
445	1
446	2
447	1
448	2
449	2
450	1
451	1
452	1
453	2
454	2
455	1
456	1
457	2
458	2
459	2
460	1
461	3
462	2
463	1
464	3
465	1
466	1
467	2
468	1
469	1
470	1
471	2
472	2
473	1
474	1
475	3
476	1
477	3
478	1
479	5
480	2
481	1
482	2
483	1
484	3
485	1
486	1
487	1
488	2
489	5
490	3
491	1
492	2
493	1
494	1
495	3
496	2
497	3
498	1
499	1
500	2
501	3
502	2
503	1
504	2
505	1
506	1
507	1
508	1
509	3
510	1
511	1
512	2
513	2
514	1
515	1
516	1
517	5
518	1
519	5
520	1
521	3
522	1
523	5
524	2
525	2
526	2
527	2
528	3
529	1
530	1
531	1
532	1
533	2
534	1
535	1
536	1
537	2
538	1
539	2
540	1
541	1
542	2
543	1
544	2
545	2
546	1
547	1
548	2
549	1
550	1
551	2
552	3
553	2
554	2
555	3
556	1
557	5
558	2
559	1
560	6
561	2
562	1
563	2
564	2
565	1
566	1
567	2
568	1
569	1
570	3
571	2
572	1
573	3
574	1
575	2
576	1
577	1
578	1
579	5
580	3
581	1
582	1
583	1
584	1
585	1
586	1
587	1
588	1
589	1
590	2
591	1
592	1
593	1
594	3
595	1
596	1
597	1
598	2
599	3
600	1
601	1
602	1
603	1
604	1
605	1
606	1
607	1
608	1
609	1
610	2
611	1
612	2
613	2
614	1
615	1
616	1
617	1
618	1
619	1
620	1
621	2
622	1
623	1
624	1
625	1
626	1
627	1
628	1
629	2
630	1
631	1
632	2
633	1
634	1
635	2
636	1
637	1
638	2
639	1
640	1
641	1
642	1
643	1
644	1
645	1
646	1
647	2
648	1
649	1
650	1
651	1
652	3
653	1
654	2
655	1
656	1
657	1
658	2
659	2
660	1
661	2
662	1
663	1
664	2
665	3
666	1
667	3
668	1
669	1
670	3
671	2
672	2
673	1
674	1
675	2
676	3
677	1
678	1
679	1
680	1
681	1
682	1
683	1
684	2
685	2
686	1
687	1
688	2
689	2
690	1
691	1
692	1
693	3
694	2
695	1
696	2
697	1
698	1
699	3
700	6
701	2
702	2
703	3
704	3
705	1
706	2
707	2
708	1
709	2
710	1
711	5
712	1
713	1
714	3
715	1
716	1
717	1
718	1
719	5
720	1
721	2
722	1
723	1
724	5
725	1
726	1
727	1
728	6
729	1
730	2
731	1
732	1
733	1
734	2
735	1
736	1
737	1
738	1
739	1
740	1
741	1
742	2
743	2
744	3
745	5
746	3
747	5
748	1
749	1
750	2
751	1
752	1
753	1
754	1
755	1
756	2
757	1
758	1
759	1
760	2
761	1
762	1
763	2
764	1
765	1
766	1
767	2
768	3
769	1
770	1
771	1
772	1
773	3
774	1
775	1
776	2
777	1
778	2
779	3
780	1
781	3
782	1
783	1
784	2
785	1
786	1
787	3
788	1
789	1
790	1
791	3
792	1
793	1
794	2
795	1
796	5
797	1
798	5
799	1
800	1
801	1
802	1
803	2
804	1
805	1
806	1
807	1
808	1
809	1
810	2
811	2
812	1
813	1
814	1
815	2
816	1
817	1
818	3
819	3
820	1
821	3
822	1
823	2
824	3
825	1
826	1
827	1
828	1
829	1
830	1
831	1
832	2
833	1
834	1
835	1
836	1
837	1
838	3
839	1
840	2
841	2
842	1
843	3
844	1
845	2
846	1
847	1
848	1
849	1
850	1
851	2
852	1
853	1
854	1
855	1
856	1
857	1
858	1
859	2
860	3
861	1
862	2
863	3
864	2
865	1
866	1
867	2
868	1
869	1
870	1
871	2
872	1
873	1
874	1
875	1
876	2
877	1
878	1
879	2
880	1
881	1
882	1
883	1
884	1
885	1
886	2
887	1
888	1
889	1
890	1
891	1
892	2
893	1
894	1
895	1
896	3
897	1
898	1
899	1
900	3
901	1
902	1
903	2
904	2
905	1
906	1
907	3
908	2
909	1
910	1
911	3
912	1
913	1
914	1
915	1
916	1
917	2
918	3
919	2
920	3
921	1
922	5
923	1
924	2
925	2
926	1
927	2
928	1
929	2
930	1
931	1
932	1
933	2
934	1
935	2
936	2
937	3
938	2
939	1
940	1
941	1
942	1
943	3
944	1
945	1
946	1
947	1
948	1
949	1
950	2
951	1
952	3
953	1
954	1
955	1
956	1
957	1
958	2
959	1
960	1
961	1
962	2
963	1
964	1
965	1
966	2
967	2
968	5
969	1
970	1
971	2
972	1
973	1
974	1
975	1
976	2
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	2
986	1
987	1
988	2
989	2
990	2
991	1
992	1
993	3
994	1
995	2
996	1
997	1
998	2
999	1
1000	1
1001	2
1002	1
1003	2
1004	1
1005	1
1006	1
1007	2
1008	3
1009	1
1010	1
1011	1
1012	1
1013	1
1014	3
1015	1
1016	3
1017	2
1018	1
1019	1
1020	1
1021	1
1022	2
1023	2
1024	1
1025	1
1026	1
1027	1
1028	1
1029	1
1030	1
1031	1
1032	2
1033	1
1034	1
1035	1
1036	1
1037	1
1038	2
1039	1
1040	1
1041	2
1042	1
1043	1
1044	2
1045	3
1046	1
1047	1
1048	1
1049	2
1050	2
1051	2
1052	1
1053	1
1054	1
1055	3
1056	2
1057	1
1058	2
1059	1
1060	1
1061	1
1062	1
1063	1
1064	1
1065	1
1066	2
1067	1
1068	3
1069	1
1070	1
1071	1
1072	1
1073	1
1074	3
1075	1
1076	1
1077	1
1078	1
1079	1
1080	2
1081	1
1082	1
1083	1
